title,location,type,area,bedrooms,bathrooms,yearBuilt,amenities,price
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,4243,4,1,1998,"Garden,WiFi,Parking",3179689
Premium Villa in Pune,"Pune, MH",Villa,4389,2,4,2019,"Pool,Gym,Parking,Garden",2164557
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,3278,4,2,1984,"Garden,Parking",1951712
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,750,2,2,1999,Security,354647
Premium Villa in Delhi,"Delhi, DL",Villa,3830,5,3,1993,"Pool,Gym,Parking",3894063
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,2518,3,2,1999,"Garden,Pool,WiFi",1786371
Premium Penthouse in Pune,"Pune, MH",Penthouse,741,2,1,2002,"Pool,Parking,WiFi",630323
Premium Condo in Bangalore,"Bangalore, KA",Condo,3155,1,2,2005,"Pool,Garden",1545841
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,4070,4,2,1994,"Parking,Security",2843869
Premium Villa in Delhi,"Delhi, DL",Villa,3937,3,2,1988,"Security,WiFi",3783434
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,2476,4,3,1987,"Pool,Parking,Garden,Gym",1368699
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,2563,5,1,2009,Security,2211814
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,4156,5,2,1998,"Security,Garden,WiFi",6664182
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,4243,1,4,1983,"Pool,Garden",1346975
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3981,3,3,2023,"Pool,Security,WiFi,Garden,Gym",5270433
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,3219,1,3,2012,"Security,Parking,Pool,Garden",993778
Premium Condo in Pune,"Pune, MH",Condo,2305,4,1,2006,"Garden,Gym,WiFi,Parking",977306
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3503,5,3,2018,"Parking,WiFi,Garden",2541735
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,888,1,2,1984,Garden,726446
Premium Apartment in Delhi,"Delhi, DL",Apartment,4171,5,2,2014,Gym,2684444
Premium Penthouse in Pune,"Pune, MH",Penthouse,1942,4,2,2020,"Security,Pool,WiFi,Gym",1558263
Premium Condo in Bangalore,"Bangalore, KA",Condo,4927,4,3,1980,"Garden,Gym",2794659
Premium Apartment in Delhi,"Delhi, DL",Apartment,1373,5,3,1994,"Parking,Garden",1222155
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,2881,5,2,1989,"Parking,Garden,Pool",1184737
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,1739,4,3,2000,"Parking,Security,WiFi,Garden",762559
Premium Apartment in Chennai,"Chennai, TN",Apartment,681,6,3,1984,"WiFi,Pool",509680
Premium Condo in Pune,"Pune, MH",Condo,1895,1,4,2014,"Garden,Security,WiFi,Pool",690868
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,4772,4,3,2017,"Parking,WiFi,Pool",1752648
Premium Condo in Delhi,"Delhi, DL",Condo,3855,6,4,1997,"Parking,Security,Garden,WiFi",2798727
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,2944,1,1,2011,"Security,Parking,Gym",1899390
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,1875,2,3,2023,"Parking,WiFi,Pool,Gym,Garden",1224834
Premium Apartment in Delhi,"Delhi, DL",Apartment,967,5,2,2009,"Pool,Parking",974766
Premium Condo in Mumbai,"Mumbai, MH",Condo,4660,3,1,2021,"Garden,Pool,Gym,Security,WiFi",2915059
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,3121,4,3,1987,"Gym,Parking,Garden,Security,Pool",1138101
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,2985,5,3,2001,"Gym,Garden,Security,Pool",1271221
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,1169,3,4,1999,Garden,1162070
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,2301,6,2,1997,"Pool,Parking,Gym,WiFi,Garden",2176840
Premium Condo in Chennai,"Chennai, TN",Condo,914,5,3,2020,Security,550433
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,4276,3,2,2024,"Security,Pool,Parking,WiFi,Garden",1553279
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1916,5,4,1980,"Parking,Security,Gym",922148
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3709,6,1,2005,"WiFi,Parking,Pool,Garden,Gym",1497842
Premium Condo in Pune,"Pune, MH",Condo,712,3,4,1994,"Gym,Pool,Garden",473788
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,1072,3,1,1986,"Garden,Pool,WiFi",931197
Premium Penthouse in Pune,"Pune, MH",Penthouse,4383,2,3,2004,"WiFi,Security,Pool,Parking,Gym",3183238
Premium Townhouse in Pune,"Pune, MH",Townhouse,1773,3,3,1990,Security,696059
Premium Villa in Chennai,"Chennai, TN",Villa,2878,1,4,1999,"Gym,WiFi",1346115
Premium Apartment in Chennai,"Chennai, TN",Apartment,1338,3,4,1980,"Security,Pool,Gym",649315
Premium Penthouse in Pune,"Pune, MH",Penthouse,1081,2,1,2005,"Security,Parking,Pool,WiFi,Garden",937511
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3691,4,1,1995,"Security,WiFi",2057130
Premium Villa in Kolkata,"Kolkata, WB",Villa,2458,1,2,2020,"Security,Parking,WiFi",1197318
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,3105,5,4,1996,"Gym,WiFi",2065402
Premium Villa in Pune,"Pune, MH",Villa,2310,5,4,2019,"Parking,WiFi,Security,Pool",1456215
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,2362,5,1,1984,"Security,Garden",1044136
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,4725,3,4,1981,"Garden,Parking,Security,Pool,WiFi",3489537
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2364,5,2,1999,"Parking,Security",3893856
Premium Apartment in Chennai,"Chennai, TN",Apartment,1575,6,4,2010,"Security,Gym,Pool,Garden",773286
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,3928,2,1,1989,Pool,2584761
Premium Condo in Pune,"Pune, MH",Condo,4208,4,4,2008,Parking,1460400
Premium Condo in Mumbai,"Mumbai, MH",Condo,705,3,3,1984,"Garden,Parking,Security,Gym",922419
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,2143,4,4,1988,"Parking,Security",934577
Premium Villa in Kolkata,"Kolkata, WB",Villa,3849,6,3,2004,"Gym,Parking",2106232
Premium Condo in Delhi,"Delhi, DL",Condo,4930,4,3,2021,"WiFi,Pool,Gym",2990865
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1099,1,4,2014,"WiFi,Pool,Security,Parking,Gym",504270
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,3985,4,2,2002,"Gym,Garden,Parking,Pool,Security",1506115
Premium Condo in Bangalore,"Bangalore, KA",Condo,4659,3,4,2005,Gym,2245753
Premium Villa in Pune,"Pune, MH",Villa,2484,5,4,2011,"Garden,Pool,Parking,WiFi",1517182
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3313,3,2,1996,"Gym,Garden,Security,Parking,WiFi",1239676
Premium Condo in Pune,"Pune, MH",Condo,797,1,1,2019,"Gym,Security,Parking,WiFi,Pool",296424
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4297,2,2,1997,"Gym,Pool,Security,WiFi,Garden",2955348
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2015,1,3,2011,"WiFi,Gym,Security,Garden,Parking",2007773
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,923,6,4,2024,"Parking,WiFi,Garden,Pool",1350925
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,1406,5,2,1993,"Parking,Pool,WiFi",1052115
Premium Apartment in Delhi,"Delhi, DL",Apartment,2800,4,4,2015,"Security,Gym,Parking,Garden",1950505
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,2952,1,4,2003,"Garden,WiFi,Security,Gym",979816
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3629,4,3,1994,"WiFi,Security,Garden,Pool,Gym",1375285
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4401,2,4,2004,Pool,2840666
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,586,6,4,1983,"Parking,Gym,Pool,Security,Garden",516415
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,4669,4,2,1993,WiFi,5376255
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,4789,6,3,2014,"Gym,Parking,Garden,Pool",1899808
Premium Villa in Bangalore,"Bangalore, KA",Villa,1602,3,2,1995,"Gym,Pool,Parking",1373185
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,804,3,4,1988,"Parking,Security,WiFi",916395
Premium Condo in Chennai,"Chennai, TN",Condo,2522,5,2,2018,"Security,WiFi,Gym,Pool",1003254
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,4907,3,1,2001,"Parking,Gym,Pool",2668431
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,3176,4,2,2003,"WiFi,Security,Parking,Garden,Gym",1258696
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,1163,5,2,1984,"Security,Pool,Parking,Gym,WiFi",1322028
Premium Townhouse in Pune,"Pune, MH",Townhouse,3518,5,4,2017,Security,1261822
Premium Villa in Mumbai,"Mumbai, MH",Villa,892,6,2,1981,"Gym,Security,Pool,WiFi,Garden",1872623
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,899,6,4,2007,Security,1176620
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1616,1,4,1994,"Garden,Parking,Pool,Security",646697
Premium Condo in Chennai,"Chennai, TN",Condo,2719,3,2,2005,Security,995343
Premium Penthouse in Pune,"Pune, MH",Penthouse,1846,5,1,1995,"Gym,Pool,Security",1701767
Premium Condo in Mumbai,"Mumbai, MH",Condo,3716,5,3,1996,"Pool,Parking,WiFi,Garden,Gym",2992468
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,2567,1,4,1990,Pool,936220
Premium Apartment in Chennai,"Chennai, TN",Apartment,1589,5,3,2016,"Parking,WiFi,Gym",780853
Premium Villa in Kolkata,"Kolkata, WB",Villa,1855,3,4,1998,"WiFi,Parking,Garden",1271112
Premium Villa in Chennai,"Chennai, TN",Villa,2541,5,3,2015,WiFi,1587436
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,2766,6,1,1996,"Parking,Garden,WiFi,Gym",1874841
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3092,6,4,2015,"Parking,Security,Pool,WiFi",1185235
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3512,5,4,2019,"Garden,Security,Gym",2163431
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2134,3,2,1990,Parking,1285194
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,1294,2,2,2001,"Gym,Garden,Pool",871361
Premium Townhouse in Pune,"Pune, MH",Townhouse,1708,3,2,1995,"Parking,Gym",751122
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,3239,3,4,2024,Security,1117458
Premium Villa in Mumbai,"Mumbai, MH",Villa,534,1,1,2015,"Pool,Security,Garden,Gym,Parking",634704
Premium Townhouse in Pune,"Pune, MH",Townhouse,3810,4,2,2004,"Gym,Garden",1264228
Premium Condo in Delhi,"Delhi, DL",Condo,3585,5,1,2023,"Gym,Security,Pool,WiFi,Parking",2537691
Premium Condo in Delhi,"Delhi, DL",Condo,4165,5,3,2020,"WiFi,Pool,Security,Parking,Gym",3050644
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3334,1,3,1996,"Garden,Gym",2344709
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,4383,3,1,2010,Pool,3049705
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,4244,3,2,2000,"Garden,Gym,WiFi,Pool",1501794
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,4634,4,3,1987,"WiFi,Garden",1622303
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,2434,4,3,2008,"Security,Parking,Gym,Garden,Pool",2062048
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,569,5,4,2019,"Security,WiFi",926707
Premium Townhouse in Pune,"Pune, MH",Townhouse,3556,3,2,2015,"Pool,WiFi,Garden,Security,Parking",1336358
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,4528,6,3,2007,"Pool,Parking,Gym",1573986
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,2905,6,4,1995,"Security,Garden",2473913
Premium Apartment in Chennai,"Chennai, TN",Apartment,2222,2,3,1994,"Parking,Pool",815514
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4702,4,2,2016,"Security,Gym,Pool,Garden",2260512
Premium Condo in Bangalore,"Bangalore, KA",Condo,3858,6,3,2019,"Garden,Security,Parking,Pool,WiFi",2486160
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,2255,3,1,1996,"Garden,WiFi,Pool,Parking",897352
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2092,1,4,1983,"Garden,Security,Gym",2156572
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2603,2,4,1982,"Pool,Garden",1670621
Premium Condo in Chennai,"Chennai, TN",Condo,4019,3,4,2007,"WiFi,Parking,Garden",1480682
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,685,1,1,1986,"Pool,Garden,Parking,WiFi",601717
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,3433,6,1,2022,WiFi,2129650
Premium Condo in Chennai,"Chennai, TN",Condo,1226,4,2,1997,"Security,WiFi,Parking,Garden,Gym",556687
Premium Apartment in Delhi,"Delhi, DL",Apartment,1683,5,3,2007,"Garden,Gym,Parking,WiFi,Security",1530454
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1963,1,2,2002,"Security,Parking",1424412
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3386,1,1,1995,"Gym,WiFi,Parking,Security,Garden",2128214
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,3707,2,2,1997,"Garden,Gym",3675717
Premium Condo in Chennai,"Chennai, TN",Condo,1245,6,1,2008,Security,639640
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,2140,5,4,1995,"Garden,Parking",922079
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,2852,3,3,2008,Parking,1600913
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,2889,2,1,2017,"Security,WiFi,Pool,Gym",1068502
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,2275,3,4,1984,"Parking,Gym,Garden,WiFi",930729
Premium Penthouse in Pune,"Pune, MH",Penthouse,2239,6,1,1986,"Garden,Pool",1925320
Premium Villa in Mumbai,"Mumbai, MH",Villa,2711,3,2,2011,"Security,WiFi,Gym,Pool",3082015
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,770,3,2,2018,"Gym,Garden",746921
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4935,1,1,1990,"Security,Pool",2269442
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1495,1,4,1981,Security,1251642
Premium Villa in Pune,"Pune, MH",Villa,1845,2,3,2007,"WiFi,Gym",1131983
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2550,1,3,2013,"Security,WiFi,Pool",1286040
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1976,1,3,1991,"Security,Parking,Gym,WiFi",656036
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,2242,5,1,1993,"Garden,Security,WiFi",1805835
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,704,4,1,1994,"Pool,Security",859480
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,3570,3,4,2015,"WiFi,Gym,Garden,Pool,Parking",1217044
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1238,2,1,1985,"Gym,Security,Parking,WiFi",503952
Premium Apartment in Pune,"Pune, MH",Apartment,4089,6,3,2015,"Gym,WiFi,Parking,Security,Pool",1716859
Premium Townhouse in Pune,"Pune, MH",Townhouse,3839,5,1,2007,"Parking,WiFi,Pool,Gym,Security",1559161
Premium Villa in Mumbai,"Mumbai, MH",Villa,4343,4,1,2014,"Gym,WiFi",4615779
Premium Condo in Mumbai,"Mumbai, MH",Condo,1674,4,3,2012,Pool,1426698
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3000,2,2,2023,"Parking,Gym",1137710
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1259,6,1,1982,"Pool,Parking,Gym",655489
Premium Villa in Pune,"Pune, MH",Villa,3529,6,1,1992,"Garden,Parking,Gym,WiFi",1941849
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2083,6,1,2010,"Pool,Gym,Security",1322972
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,1669,2,2,2011,"WiFi,Pool,Gym,Garden",1407693
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1380,3,3,2016,"Gym,Parking,Pool,Security,Garden",685818
Premium Condo in Chennai,"Chennai, TN",Condo,985,1,4,2014,"Gym,WiFi,Garden,Parking",415512
Premium Apartment in Delhi,"Delhi, DL",Apartment,4281,5,4,1995,"Parking,Pool,WiFi",2804361
Premium Condo in Bangalore,"Bangalore, KA",Condo,877,2,2,1989,"Gym,Garden,Security",557741
Premium Condo in Pune,"Pune, MH",Condo,1029,4,1,2023,"WiFi,Garden,Gym",568390
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,3327,2,1,2010,"Gym,Parking,Pool,Garden,Security",1044583
Premium Villa in Delhi,"Delhi, DL",Villa,2603,2,1,1985,"Garden,Gym,Pool,WiFi,Parking",2455876
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,4387,2,1,2010,"Garden,WiFi",2654874
Premium Condo in Mumbai,"Mumbai, MH",Condo,500,6,2,1990,WiFi,961601
Premium Villa in Pune,"Pune, MH",Villa,1852,4,3,2012,"Parking,WiFi,Garden,Security",1163786
Premium Apartment in Delhi,"Delhi, DL",Apartment,4830,6,3,2015,"Pool,WiFi",2958090
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2776,4,3,2021,"Gym,Security,WiFi",1793213
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1292,6,3,2001,"Parking,Pool,Security",756513
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,1845,5,2,2016,"Gym,Parking",1813658
Premium Villa in Bangalore,"Bangalore, KA",Villa,1009,3,4,2004,"Garden,Security,Pool,Gym",1248701
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,3137,2,4,2008,"WiFi,Parking",1109802
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,1162,3,4,1986,"Gym,Pool,Security,Parking,WiFi",625231
Premium Apartment in Chennai,"Chennai, TN",Apartment,718,5,1,2021,"Parking,Pool",506992
Premium Villa in Mumbai,"Mumbai, MH",Villa,3092,4,2,2001,"Gym,Parking,Security",3707416
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,1462,4,2,2020,Security,686589
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,2480,4,4,2007,"Pool,Garden,WiFi,Parking",984072
Premium Apartment in Delhi,"Delhi, DL",Apartment,942,5,4,2002,"Parking,WiFi,Pool",1041768
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,1039,1,2,1982,"Security,Gym,Pool,WiFi",403507
Premium Condo in Chennai,"Chennai, TN",Condo,1620,6,1,2016,Gym,849160
Premium Penthouse in Pune,"Pune, MH",Penthouse,936,6,4,2020,"Gym,Security,Garden,Pool,WiFi",1295182
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,777,4,3,2019,"Gym,Garden,WiFi,Pool,Parking",444716
Premium Condo in Kolkata,"Kolkata, WB",Condo,1017,4,2,2011,"Garden,Gym,WiFi,Parking,Pool",504617
Premium Apartment in Pune,"Pune, MH",Apartment,3578,6,1,2000,"Gym,Parking,Pool",1524716
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,3541,6,3,1998,"WiFi,Garden,Gym,Security,Pool",3059278
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3705,3,4,2016,"Pool,Parking,Garden,Gym",1235328
Premium Apartment in Chennai,"Chennai, TN",Apartment,4140,1,4,1992,"Gym,Pool,WiFi",1282813
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,4509,2,3,2005,"Pool,Parking,WiFi",2128458
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,934,1,4,1980,"Pool,Parking,Gym",645987
Premium Villa in Kolkata,"Kolkata, WB",Villa,769,3,2,1989,"Parking,Security,Gym,Pool,WiFi",630556
Premium Townhouse in Pune,"Pune, MH",Townhouse,4249,3,2,1992,"Garden,Gym,WiFi",1457722
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3137,1,3,1999,WiFi,1144876
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,3684,4,4,1980,"WiFi,Garden,Gym",1363434
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,2684,1,3,2022,"Gym,Security,WiFi,Garden",847351
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,727,5,1,1980,"WiFi,Garden,Gym",1876966
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1991,2,2,2017,"Parking,WiFi,Pool",771107
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1361,2,2,2001,"Parking,Garden,Gym,Security",527257
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,2885,1,3,2015,"Garden,WiFi",2099102
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,2492,1,2,1997,"Gym,WiFi",819980
Premium Condo in Bangalore,"Bangalore, KA",Condo,2991,5,4,1980,"Gym,Garden",1704974
Premium Villa in Bangalore,"Bangalore, KA",Villa,4374,4,3,2009,"Security,Pool,Gym",3315319
Premium Villa in Bangalore,"Bangalore, KA",Villa,2799,3,3,1996,"Security,Garden,Gym,WiFi",2333888
Premium Villa in Pune,"Pune, MH",Villa,3667,6,1,1998,"Gym,Parking,Garden",2058772
Premium Penthouse in Pune,"Pune, MH",Penthouse,2246,4,1,2005,Gym,1853112
Premium Apartment in Delhi,"Delhi, DL",Apartment,4439,4,1,1982,"Pool,WiFi,Security,Gym,Garden",3031030
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,2111,1,3,1993,"Garden,WiFi,Parking",1513806
Premium Apartment in Delhi,"Delhi, DL",Apartment,3517,6,4,2010,"Gym,Parking",2572069
Premium Apartment in Pune,"Pune, MH",Apartment,3800,5,4,1986,"WiFi,Gym,Garden",1387091
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3784,2,4,1984,"Gym,Garden,Pool",1216378
Premium Condo in Delhi,"Delhi, DL",Condo,2981,6,4,1985,"Garden,Gym,Parking,WiFi",2177511
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4303,4,2,2005,Security,2094698
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,3757,4,2,2004,Pool,4864864
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,2465,2,4,2016,"Pool,Garden,Parking",869176
Premium Villa in Kolkata,"Kolkata, WB",Villa,1820,6,4,2005,"Security,Parking,WiFi",1389784
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,902,5,3,2014,"Gym,WiFi,Garden",590500
Premium Apartment in Chennai,"Chennai, TN",Apartment,4731,6,2,2000,"Garden,Gym,Parking,Security",1740666
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,873,5,4,2024,"Gym,WiFi",827056
Premium Villa in Delhi,"Delhi, DL",Villa,1756,4,2,1994,"Pool,WiFi",2117038
Premium Townhouse in Pune,"Pune, MH",Townhouse,4224,4,3,2011,"Parking,WiFi,Security,Garden,Pool",1512875
Premium Apartment in Pune,"Pune, MH",Apartment,790,2,2,2023,Security,405546
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,4238,1,3,2023,Gym,5464462
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2848,3,2,2014,"Pool,Garden",3346403
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,4066,4,2,2008,WiFi,1582506
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,1986,4,2,1991,Garden,1257942
Premium Apartment in Delhi,"Delhi, DL",Apartment,4967,6,3,2001,"Garden,Gym,Parking,WiFi",3219334
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,3012,2,2,2005,"Security,Gym,Garden,Parking,WiFi",2259515
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,2744,6,4,1988,"WiFi,Garden,Parking",1262946
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2348,5,4,2011,"Parking,WiFi,Pool,Garden,Gym",1059265
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,506,3,2,2014,"Parking,WiFi,Garden,Security",359115
Premium Villa in Kolkata,"Kolkata, WB",Villa,2095,3,2,2019,"Security,Garden,Gym,Parking",1263526
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,998,3,3,2022,"Security,Pool,Parking,Garden",933645
Premium Condo in Delhi,"Delhi, DL",Condo,598,2,1,2006,Gym,571956
Premium Villa in Delhi,"Delhi, DL",Villa,1183,2,4,1996,Garden,1368914
Premium Condo in Kolkata,"Kolkata, WB",Condo,783,2,4,1998,"WiFi,Pool,Security,Parking",427795
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3297,1,3,2017,"Garden,Parking,WiFi",1757289
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2795,1,1,1988,"Security,WiFi",2512433
